skill,salary
Python,71198
Python,78537
Python,80038
Python,80038
Python,83717
Python,83717
Python,96720
Python,96720
Python,97594
Python,98166
Python,99445
Python,105193
Python,110136
Python,111543
Python,112715
Python,116953
Python,125211
Python,131610
Python,132288
Python,76940
Python,92264
Python,109786
Python,71522
Python,77542
Python,91776
Python,92019
Python,92019
Python,104416
Python,106475
Python,106475
Python,109637
Python,79200
Python,79200
Python,94598
Python,94598
Python,97885
Python,108451
Python,111558
Python,111634
Python,100360
Python,152901
Python,74568
Python,76405
Python,78822
Python,79523
Python,82784
Python,82784
Python,84989
Python,84989
Python,87543
Python,89502
Python,90064
Python,90773
Python,94784
Python,96325
Python,97178
Python,97907
Python,98166
Python,98166
Python,98166
Python,98166
Python,98166
Python,98166
Python,98166
Python,98166
Python,98166
Python,98166
Python,98821
Python,99445
Python,99445
Python,99653
Python,100006
Python,100776
Python,100776
Python,103691
Python,103691
Python,107378
Python,107823
Python,109616
Python,111543
Python,111543
Python,111543
Python,111543
Python,111543
Python,111543
Python,111543
Python,111550
Python,111550
Python,112608
Python,113235
Python,113922
Python,113922
Python,114317
Python,114754
Python,115596
Python,115939
Python,116272
Python,116813
Python,116822
Python,116822
Python,116822
Python,117894
Python,118201
Python,118747
Python,118747
Python,118747
Python,119309
Python,121578
Python,122408
Python,122408
Python,124363
Python,125747
Python,125798
Python,128336
Python,128710
Python,129139
Python,130229
Python,131456
Python,131456
Python,131610
Python,131610
Python,131610
Python,131610
Python,131610
Python,131610
Python,132288
Python,133286
Python,134722
Python,136266
Python,136266
Python,136266
Python,138403
Python,90293
Python,74610
Python,90022
Python,95306
Python,108451
Python,116016
Python,132471
Python,98188
Python,100152
Python,122949
Python,159099
Python,62483
Python,65315
Python,75439
Python,77033
Python,77187
Python,77187
Python,79164
Python,79206
Python,79394
Python,79431
Python,79830
Python,80304
Python,81935
Python,82098
Python,87214
Python,87651
Python,90875
Python,91083
Python,91280
Python,92401
Python,94563
Python,95947
Python,96907
Python,97817
Python,97817
Python,97817
Python,98862
Python,98862
Python,99466
Python,99466
Python,99600
Python,100693
Python,101142
Python,101192
Python,103691
Python,103691
Python,103691
Python,103691
Python,103691
Python,103691
Python,103691
Python,103691
Python,104035
Python,104054
Python,104694
Python,104874
Python,106246
Python,106962
Python,107365
Python,107365
Python,107365
Python,107365
Python,107365
Python,108485
Python,109179
Python,111384
Python,112237
Python,112237
Python,112306
Python,113048
Python,113235
Python,113235
Python,113610
Python,114712
Python,114774
Python,116822
Python,116822
Python,116822
Python,116822
Python,116822
Python,116822
Python,116822
Python,116822
Python,116822
Python,116822
Python,117104
Python,117730
Python,117730
Python,117730
Python,119288
Python,122236
Python,122236
Python,122379
Python,122641
Python,122641
Python,122641
Python,122641
Python,122641
Python,125772
Python,126292
Python,126482
Python,126482
Python,127272
Python,127688
Python,131477
Python,131477
Python,131976
Python,136266
Python,136266
Python,136266
Python,136266
Python,136266
Python,136266
Python,138445
Python,138445
Python,142230
Python,142596
Python,142596
Python,143126
Python,143126
Python,143126
Python,143224
Python,96325
Python,119307
Python,134837
Python,136627
Python,104478
Python,115960
Python,159099
Python,80205
Python,82098
Python,82098
Python,82640
Python,83570
Python,84180
Python,91624
Python,92074
Python,92123
Python,96907
Python,96907
Python,96970
Python,98280
Python,100693
Python,101192
Python,103875
Python,103875
Python,104963
Python,105126
Python,106127
Python,106140
Python,106267
Python,107865
Python,107865
Python,107869
Python,108014
Python,108077
Python,108885
Python,110907
Python,110907
Python,110928
Python,110928
Python,111503
Python,111826
Python,111826
Python,111826
Python,111826
Python,112596
Python,113381
Python,113701
Python,114712
Python,116002
Python,116459
Python,118706
Python,119288
Python,119642
Python,121160
Python,122236
Python,122614
Python,123628
Python,123628
Python,123885
Python,124035
Python,124035
Python,124090
Python,124093
Python,124509
Python,125212
Python,125212
Python,125212
Python,125212
Python,125212
Python,125382
Python,130822
Python,131477
Python,131477
Python,131477
Python,131477
Python,131976
Python,131976
Python,132808
Python,132808
Python,80870
Python,94869
Python,101816
Python,105331
Python,116542
Python,138729
Python,106496
Python,114795
Python,118706
Python,121266
Python,141773
Python,109554
Python,119642
Python,108784
Python,109179
Python,122782
Python,133334
Python,62000
Python,62000
Python,63669
Python,63669
Python,70803
Python,90646
Python,86154
Python,86154
Python,86154
Python,104395
Python,84000
Python,96533
Python,93500
Python,100402
Python,65000
Python,96200
Python,67122
Python,85000
Python,85000
Python,100000
Python,150000
Python,60320
Python,60320
Python,96595
Python,75130
Python,95000
Python,75000
Python,115000
Python,115000
Python,150500
Python,113600
Python,110500
Python,137100
Python,137100
Python,127077
Python,130000
Python,100000
Python,165000
Python,120000
Python,100000
Python,120000
Python,120349
Python,150000
Python,126000
Python,68500
Python,73000
Python,88000
Python,68000
Python,100000
Python,103000
Python,82000
Python,69700
Python,75000
Python,72000
Python,80000
Python,90000
Python,90000
Python,80000
Python,87500
Python,70000
Python,76000
Python,88000
Python,108000
Python,84000
Python,84000
Python,88480
Python,89200
Python,90000
Python,112000
Python,112000
Python,112000
Python,112000
Python,112000
Python,113100
Python,113100
Python,114000
Python,114000
Python,76544
Python,90334
Python,89040
Python,84000
Python,92000
Python,92000
Python,112000
Python,132000
Python,133020
Python,104790
Python,106475
Python,71160
Python,90000
Python,96000
Python,100000
Python,104000
Python,104000
