skill,salary
TensorFlow,110000
TensorFlow,87800
TensorFlow,87800
TensorFlow,127000
TensorFlow,105000
TensorFlow,100000
TensorFlow,100000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,110400
TensorFlow,115000
TensorFlow,119000
TensorFlow,135000
TensorFlow,135000
TensorFlow,140000
TensorFlow,145400
TensorFlow,109000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,100000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,105000
TensorFlow,106500
TensorFlow,106500
TensorFlow,107000
TensorFlow,109762
TensorFlow,110000
TensorFlow,110000
TensorFlow,110000
TensorFlow,110000
TensorFlow,110000
TensorFlow,110375
TensorFlow,111800
TensorFlow,112000
TensorFlow,113000
TensorFlow,114000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,115000
TensorFlow,116300
TensorFlow,117000
TensorFlow,118000
TensorFlow,119000
TensorFlow,119000
TensorFlow,119000
TensorFlow,119000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,120000
TensorFlow,123500
TensorFlow,125000
TensorFlow,125000
TensorFlow,125000
