skill,salary
Hadoop,110000
Hadoop,87800
Hadoop,87800
Hadoop,72000
Hadoop,74300
Hadoop,76000
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,87500
Hadoop,89000
Hadoop,90000
Hadoop,90000
Hadoop,91700
Hadoop,71000
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,78000
Hadoop,79900
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,80000
Hadoop,81300
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,87000
Hadoop,87000
Hadoop,87500
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89900
Hadoop,89900
Hadoop,89900
Hadoop,89900
Hadoop,89900
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,90000
Hadoop,91700
Hadoop,91700
Hadoop,91700
Hadoop,91700
Hadoop,91700
Hadoop,91700
Hadoop,72000
Hadoop,72000
Hadoop,74776
Hadoop,77000
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82200
Hadoop,82400
Hadoop,82400
Hadoop,83000
Hadoop,83000
Hadoop,83000
Hadoop,85300
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,88586
Hadoop,88900
Hadoop,88900
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,89000
Hadoop,90000
Hadoop,90646
Hadoop,90700
Hadoop,90700
Hadoop,90700
Hadoop,90700
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91700
Hadoop,91700
Hadoop,91700
Hadoop,95000
Hadoop,99300
Hadoop,99300
Hadoop,99900
Hadoop,67100
Hadoop,72000
Hadoop,74402
Hadoop,74402
Hadoop,77000
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,77700
Hadoop,84000
Hadoop,85197
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85500
Hadoop,85530
Hadoop,85530
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,86000
Hadoop,87700
Hadoop,90646
Hadoop,90646
Hadoop,90646
Hadoop,90646
Hadoop,90646
Hadoop,90646
Hadoop,90700
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,91000
Hadoop,92019
Hadoop,92019
Hadoop,92019
Hadoop,92019
Hadoop,92100
Hadoop,92100
Hadoop,92100
Hadoop,93000
Hadoop,93000
Hadoop,93000
Hadoop,93000
Hadoop,93000
Hadoop,93000
Hadoop,93000
Hadoop,93000
Hadoop,99000
Hadoop,109900
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,111500
Hadoop,135000
Hadoop,76107
Hadoop,76107
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,82000
Hadoop,96866
Hadoop,96866
Hadoop,96866
Hadoop,96866
Hadoop,111500
Hadoop,111500
Hadoop,111500
Hadoop,111500
Hadoop,117603
Hadoop,117603
Hadoop,117603
Hadoop,117603
Hadoop,117603
Hadoop,117603
Hadoop,117603
Hadoop,117603
Hadoop,117603
Hadoop,126900
Hadoop,126900
Hadoop,126900
Hadoop,138362
Hadoop,138362
Hadoop,138362
Hadoop,138362
Hadoop,111500
Hadoop,143300
Hadoop,115000
Hadoop,133515
Hadoop,82000
Hadoop,111500
Hadoop,111500
Hadoop,138445
Hadoop,126900
Hadoop,126900
Hadoop,142300
Hadoop,100000
Hadoop,80184
Hadoop,96866
Hadoop,96866
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,100000
Hadoop,109000
Hadoop,110000
Hadoop,110000
Hadoop,111500
Hadoop,111500
Hadoop,111500
Hadoop,111500
Hadoop,111500
Hadoop,111500
Hadoop,111500
Hadoop,111500
